"hotel","fecha_ocupacion","numero_de_habitaciones","venta_por_alojamiento","numero_de_habitaciones_reservas","venta_por_alojamiento_reservas","dif_ocup","dif_ingresos","dif_ocup_porc","dif_ingresos_porc","flag_anomalia"
"SLA","21/6/2021","0","0","0","0","0","0",,,"0"
"SLA","22/6/2021","0","0","0","0","0","0",,,"0"
"SLA","23/6/2021","0","0","0","0","0","0",,,"0"
"SLA","24/6/2021","0","0","0","0","0","0",,,"0"
"SLA","25/6/2021","0","0","0","0","0","0",,,"0"
"SLA","26/6/2021","0","0","0","0","0","0",,,"0"
"SLA","27/6/2021","0","0","0","0","0","0",,,"0"
"SLA","28/6/2021","0","0","0","0","0","0",,,"0"
"SLA","29/6/2021","0","0","0","0","0","0",,,"0"
"SLA","30/6/2021","5","0","0","0","-5","0","-1",,"1"
"SLA","1/7/2021","16","0","0","0","-16","0","-1",,"1"
"SLA","2/7/2021","19","656","3","450","-16","-206","-0.842105263","-0.31402439024390244","1"
"SLA","3/7/2021","0","0","0","0","0","0",,,"0"
"SLA","4/7/2021","0","0","0","0","0","0",,,"0"
"SLA","5/7/2021","0","0","0","0","0","0",,,"0"
"SLA","6/7/2021","1","184","1","184","0","0","0","0","0"
"SLA","7/7/2021","1","184","1","184","0","0","0","0","0"
"SLA","8/7/2021","0","0","0","0","0","0",,,"0"
"SLA","9/7/2021","0","0","0","0","0","0",,,"0"
"SLA","10/7/2021","0","0","0","0","0","0",,,"0"
"SLA","11/7/2021","5","0","0","0","-5","0","-1",,"1"
"SLA","12/7/2021","16","0","0","0","-16","0","-1",,"1"
"SLA","13/7/2021","16","0","0","0","-16","0","-1",,"1"
"SLA","14/7/2021","3","694","3","694","0","0","0","0","0"
"SLA","15/7/2021","3","694","3","694","0","0","0","0","0"
"SLA","16/7/2021","3","694","3","694","0","0","0","0","0"
"SLA","17/7/2021","0","0","0","0","0","0",,,"0"
"SLA","18/7/2021","0","0","0","0","0","0",,,"0"
"SLA","19/7/2021","0","0","0","0","0","0",,,"0"
"SLA","20/7/2021","0","0","0","0","0","0",,,"0"
"SLA","21/7/2021","0","0","0","0","0","0",,,"0"
"SLA","22/7/2021","0","0","0","0","0","0",,,"0"
"SLA","23/7/2021","0","0","0","0","0","0",,,"0"
"SLA","24/7/2021","0","0","0","0","0","0",,,"0"
"SLA","25/7/2021","0","0","0","0","0","0",,,"0"
"SLA","26/7/2021","0","0","0","0","0","0",,,"0"
"SLA","27/7/2021","0","0","0","0","0","0",,,"0"
"SLA","28/7/2021","0","0","0","0","0","0",,,"0"
"SLA","29/7/2021","0","0","0","0","0","0",,,"0"
"SLA","30/7/2021","0","0","0","0","0","0",,,"0"
"SLA","31/7/2021","0","0","0","0","0","0",,,"0"
"SLA","1/8/2021","0","0","0","0","0","0",,,"0"
"SLA","2/8/2021","0","0","0","0","0","0",,,"0"
"SLA","3/8/2021","0","0","0","0","0","0",,,"0"
"SLA","4/8/2021","1","229","1","229","0","0","0","0","0"
"SLA","5/8/2021","1","229","1","229","0","0","0","0","0"
"SLA","6/8/2021","1","229","1","229","0","0","0","0","0"
"SLA","7/8/2021","0","0","0","0","0","0",,,"0"
"SLA","8/8/2021","0","0","0","0","0","0",,,"0"
"SLA","9/8/2021","0","0","0","0","0","0",,,"0"
"SLA","10/8/2021","0","0","0","0","0","0",,,"0"
"SLA","11/8/2021","0","0","0","0","0","0",,,"0"
"SLA","12/8/2021","0","0","0","0","0","0",,,"0"
"SLA","13/8/2021","0","0","0","0","0","0",,,"0"
"SLA","14/8/2021","0","0","0","0","0","0",,,"0"
"SLA","15/8/2021","0","0","0","0","0","0",,,"0"
"SLA","16/8/2021","0","0","0","0","0","0",,,"0"
"SLA","17/8/2021","0","0","0","0","0","0",,,"0"
"SLA","18/8/2021","0","0","0","0","0","0",,,"0"
"SLA","19/8/2021","0","0","0","0","0","0",,,"0"
"SLA","20/8/2021","0","0","0","0","0","0",,,"0"
"SLA","21/8/2021","0","0","0","0","0","0",,,"0"
"SLA","22/8/2021","0","0","0","0","0","0",,,"0"
"SLA","23/8/2021","0","0","0","0","0","0",,,"0"
"SLA","24/8/2021","0","0","0","0","0","0",,,"0"
"SLA","25/8/2021","0","0","0","0","0","0",,,"0"
"SLA","26/8/2021","0","0","0","0","0","0",,,"0"
"SLA","27/8/2021","0","0","0","0","0","0",,,"0"
"SLA","28/8/2021","0","0","0","0","0","0",,,"0"
"SLA","29/8/2021","0","0","0","0","0","0",,,"0"
"SLA","30/8/2021","0","0","0","0","0","0",,,"0"
"SLA","31/8/2021","0","0","0","0","0","0",,,"0"
"SLA","1/9/2021","5","0","0","0","-5","0","-1",,"1"
"SLA","2/9/2021","16","0","0","0","-16","0","-1",,"1"
"SLA","3/9/2021","16","0","0","0","-16","0","-1",,"1"
"SLA","4/9/2021","0","0","0","0","0","0",,,"0"
"SLA","5/9/2021","1","206","1","206","0","0","0","0","0"
"SLA","6/9/2021","0","0","0","0","0","0",,,"0"
"SLA","7/9/2021","0","0","0","0","0","0",,,"0"
"SLA","8/9/2021","0","0","0","0","0","0",,,"0"
"SLA","9/9/2021","0","0","0","0","0","0",,,"0"
"SLA","10/9/2021","0","0","0","0","0","0",,,"0"
"SLA","11/9/2021","0","0","0","0","0","0",,,"0"
"SLA","12/9/2021","0","0","0","0","0","0",,,"0"
"SLA","13/9/2021","1","221","1","221","0","0","0","0","0"
"SLA","14/9/2021","2","414","2","414","0","0","0","0","0"
"SLA","15/9/2021","1","193","1","193","0","0","0","0","0"
"SLA","16/9/2021","1","193","1","193","0","0","0","0","0"
"SLA","17/9/2021","0","0","0","0","0","0",,,"0"
"SLA","18/9/2021","0","0","0","0","0","0",,,"0"
"SLA","19/9/2021","0","0","0","0","0","0",,,"0"
"SLA","20/9/2021","0","0","0","0","0","0",,,"0"
"SLA","21/9/2021","0","0","0","0","0","0",,,"0"
"SLA","22/9/2021","0","0","0","0","0","0",,,"0"
"SLA","23/9/2021","5","0","0","0","-5","0","-1",,"1"
"SLA","24/9/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","25/9/2021","22","244","1","244","-21","0","-0.954545454","0","1"
"SLA","26/9/2021","22","244","1","244","-21","0","-0.954545454","0","1"
"SLA","27/9/2021","1","244","1","244","0","0","0","0","0"
"SLA","28/9/2021","0","0","0","0","0","0",,,"0"
"SLA","29/9/2021","0","0","0","0","0","0",,,"0"
"SLA","30/9/2021","21","0","0","0","-21","0","-1",,"1"
"SLA","1/10/2021","0","0","0","0","0","0",,,"0"
"SLA","2/10/2021","0","0","0","0","0","0",,,"0"
"SLA","3/10/2021","0","0","0","0","0","0",,,"0"
"SLA","4/10/2021","1","244","1","244","0","0","0","0","0"
"SLA","5/10/2021","1","244","1","244","0","0","0","0","0"
"SLA","6/10/2021","1","244","1","244","0","0","0","0","0"
"SLA","7/10/2021","22","1520","6","496","-16","-1024","-0.727272727","-0.6736842105263158","1"
"SLA","8/10/2021","19","0","0","0","-19","0","-1",,"1"
"SLA","9/10/2021","32","0","0","0","-32","0","-1",,"1"
"SLA","10/10/2021","21","0","0","0","-21","0","-1",,"1"
"SLA","11/10/2021","0","0","0","0","0","0",,,"0"
"SLA","12/10/2021","0","0","0","0","0","0",,,"0"
"SLA","13/10/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","14/10/2021","56","0","2","0","-54","0","-0.964285714",,"1"
"SLA","15/10/2021","37","0","0","0","-37","0","-1",,"1"
"SLA","16/10/2021","21","0","0","0","-21","0","-1",,"1"
"SLA","17/10/2021","21","0","0","0","-21","0","-1",,"1"
"SLA","18/10/2021","0","0","0","0","0","0",,,"0"
"SLA","19/10/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","20/10/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","21/10/2021","35","0","0","0","-35","0","-1",,"1"
"SLA","22/10/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","23/10/2021","21","0","0","0","-21","0","-1",,"1"
"SLA","24/10/2021","21","0","0","0","-21","0","-1",,"1"
"SLA","25/10/2021","0","0","0","0","0","0",,,"0"
"SLA","26/10/2021","0","0","0","0","0","0",,,"0"
"SLA","27/10/2021","4","0","0","0","-4","0","-1",,"1"
"SLA","28/10/2021","40","0","0","0","-40","0","-1",,"1"
"SLA","29/10/2021","29","0","0","0","-29","0","-1",,"1"
"SLA","30/10/2021","0","0","0","0","0","0",,,"0"
"SLA","31/10/2021","14","0","0","0","-14","0","-1",,"1"
"SLA","1/11/2021","14","0","0","0","-14","0","-1",,"1"
"SLA","2/11/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","3/11/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","4/11/2021","14","0","0","0","-14","0","-1",,"1"
"SLA","5/11/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","6/11/2021","21","0","0","0","-21","0","-1",,"1"
"SLA","7/11/2021","28","0","0","0","-28","0","-1",,"1"
"SLA","8/11/2021","7","0","0","0","-7","0","-1",,"1"
"SLA","9/11/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","10/11/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","11/11/2021","30","0","0","0","-30","0","-1",,"1"
"SLA","12/11/2021","0","0","0","0","0","0",,,"0"
"SLA","13/11/2021","0","0","0","0","0","0",,,"0"
"SLA","14/11/2021","0","0","0","0","0","0",,,"0"
"SLA","15/11/2021","0","0","0","0","0","0",,,"0"
"SLA","16/11/2021","0","0","0","0","0","0",,,"0"
"SLA","17/11/2021","4","0","0","0","-4","0","-1",,"1"
"SLA","18/11/2021","21","0","1","0","-20","0","-0.952380952",,"1"
"SLA","19/11/2021","27","0","0","0","-27","0","-1",,"1"
"SLA","20/11/2021","22","349","1","349","-21","0","-0.954545454","0","1"
"SLA","21/11/2021","22","349","1","349","-21","0","-0.954545454","0","1"
"SLA","22/11/2021","0","0","0","0","0","0",,,"0"
"SLA","23/11/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","24/11/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","25/11/2021","61","0","0","0","-61","0","-1",,"1"
"SLA","26/11/2021","0","0","0","0","0","0",,,"0"
"SLA","27/11/2021","0","0","0","0","0","0",,,"0"
"SLA","28/11/2021","18","0","0","0","-18","0","-1",,"1"
"SLA","29/11/2021","18","0","0","0","-18","0","-1",,"1"
"SLA","30/11/2021","12","0","0","0","-12","0","-1",,"1"
"SLA","1/12/2021","16","0","0","0","-16","0","-1",,"1"
"SLA","2/12/2021","26","350","1","350","-25","0","-0.961538461","0","1"
"SLA","3/12/2021","19","0","0","0","-19","0","-1",,"1"
"SLA","4/12/2021","0","0","0","0","0","0",,,"0"
"SLA","5/12/2021","0","0","0","0","0","0",,,"0"
"SLA","6/12/2021","0","0","0","0","0","0",,,"0"
"SLA","7/12/2021","0","0","0","0","0","0",,,"0"
"SLA","8/12/2021","0","0","0","0","0","0",,,"0"
"SLA","9/12/2021","5","0","0","0","-5","0","-1",,"1"
"SLA","10/12/2021","8","0","0","0","-8","0","-1",,"1"
"SLA","11/12/2021","46","0","0","0","-46","0","-1",,"1"
"SLA","12/12/2021","28","0","0","0","-28","0","-1",,"1"
"SLA","13/12/2021","1","727","1","727","0","0","0","0","0"
"SLA","14/12/2021","0","0","0","0","0","0",,,"0"
"SLA","15/12/2021","4","0","0","0","-4","0","-1",,"1"
"SLA","16/12/2021","38","326","1","326","-37","0","-0.97368421","0","1"
"SLA","17/12/2021","20","326","1","326","-19","0","-0.95","0","1"
"SLA","18/12/2021","3","1004","3","677","0","-327","0","-0.3256972111553785","0"
"SLA","19/12/2021","2","654","2","327","0","-327","0","-0.5","0"
"SLA","20/12/2021","0","0","0","0","0","0",,,"0"
"SLA","21/12/2021","0","0","0","0","0","0",,,"0"
"SLA","22/12/2021","0","0","0","0","0","0",,,"0"
"SLA","23/12/2021","2","622","2","311","0","-311","0","-0.5","0"
"SLA","24/12/2021","7","0","0","0","-7","0","-1",,"1"
"SLA","25/12/2021","0","0","0","0","0","0",,,"0"
"SLA","26/12/2021","0","0","0","0","0","0",,,"0"
"SLA","27/12/2021","3","980","3","669","0","-311","0","-0.3173469387755102","0"
"SLA","28/12/2021","0","0","0","0","0","0",,,"0"
"SLA","29/12/2021","0","0","0","0","0","0",,,"0"
"SLA","30/12/2021","0","0","0","0","0","0",,,"0"
"SLA","31/12/2021","0","0","0","0","0","0",,,"0"
"SPA","1/1/2018","54","28561","0","0","-54","-28561","-1","-1","1"
"SPA","2/1/2018","46","25335","0","0","-46","-25335","-1","-1","1"
"SPA","3/1/2018","52","32222","0","0","-52","-32222","-1","-1","1"
"SPA","4/1/2018","55","16998","0","0","-55","-16998","-1","-1","1"
"SPA","5/1/2018","55","24099","1","50000","-54","25901","-0.981818181","1.0747748869247686","1"
"SPA","6/1/2018","53","26327","1","744","-52","-25583","-0.981132075","-0.9717400387434952","1"
"SPA","7/1/2018","43","10192","1","744","-42","-9448","-0.976744186","-0.9270015698587127","1"
"SPA","8/1/2018","50","23069","1","257550","-49","234481","-0.98","10.164333087693441","1"
"SPA","9/1/2018","43","21240","0","0","-43","-21240","-1","-1","1"
"SPA","10/1/2018","52","25856","2","2397","-50","-23459","-0.961538461","-0.907294245049505","1"
"SPA","11/1/2018","53","25323","3","3538","-50","-21785","-0.943396226","-0.8602851162974371","1"
"SPA","12/1/2018","47","18874","3","219437","-44","200563","-0.936170212","10.62641729363145","1"
"SPA","13/1/2018","57","17914","3","219437","-54","201523","-0.947368421","11.249469688511779","1"
"SPA","14/1/2018","54","14151","0","0","-54","-14151","-1","-1","1"
"SPA","15/1/2018","51","15701","2","1060","-49","-14641","-0.960784313","-0.9324883765365264","1"
"SPA","16/1/2018","49","15065","3","51060","-46","35995","-0.93877551","2.3893129770992365","1"
"SPA","17/1/2018","31","14794","0","0","-31","-14794","-1","-1","1"
"SPA","18/1/2018","35","15817","3","1007","-32","-14810","-0.914285714","-0.9363343238287918","1"
"SPA","19/1/2018","35","16814","3","1453","-32","-15361","-0.914285714","-0.9135839181634352","1"
"SPA","20/1/2018","56","22268","2","965","-54","-21303","-0.964285714","-0.9566642716005029","1"
"SPA","21/1/2018","52","21271","5","2406","-47","-18865","-0.903846153","-0.8868882516101735","1"
"SPA","22/1/2018","50","18142","4","166989","-46","148847","-0.92","8.204552971006505","1"
"SPA","23/1/2018","51","18140","4","359762","-47","341622","-0.921568627","18.83252480705623","1"
"SPA","24/1/2018","57","25525","13","1838379","-44","1812854","-0.771929824","71.02268364348677","1"
"SPA","25/1/2018","45","20506","8","361335","-37","340829","-0.822222222","16.620940212620695","1"
"SPA","26/1/2018","55","22593","5","2584","-50","-20009","-0.909090909","-0.8856282919488337","1"
"SPA","27/1/2018","54","21449","21","11342","-33","-10107","-0.611111111","-0.4712107790572987","1"
"SPA","28/1/2018","46","17975","21","589340","-25","571365","-0.54347826","31.78664812239221","1"
"SPA","29/1/2018","51","18695","21","589340","-30","570645","-0.588235294","30.523936881519123","1"
"SPA","30/1/2018","51","22396","21","11355","-30","-11041","-0.588235294","-0.49298981961064475","1"
"SPA","31/1/2018","32","15008","2","1060","-30","-13948","-0.9375","-0.9293710021321961","1"
"SPA","1/2/2018","34","16610","4","395856","-30","379246","-0.882352941","22.83239012642986","1"
"SPA","2/2/2018","36","17399","5","396486","-31","379087","-0.861111111","21.78786137134318","1"
"SPA","3/2/2018","53","19666","3","395326","-50","375660","-0.943396226","19.10200345774433","1"
"SPA","4/2/2018","49","18898","7","3172","-42","-15726","-0.857142857","-0.8321515504286168","1"
"SPA","5/2/2018","48","18971","6","2436","-42","-16535","-0.875","-0.8715934847925781","1"
"SPA","6/2/2018","55","24050","4","1793","-51","-22257","-0.927272727","-0.9254469854469854","1"
"SPA","7/2/2018","41","18861","7","3104","-34","-15757","-0.829268292","-0.8354276019299083","1"
"SPA","8/2/2018","52","22977","3","1389","-49","-21588","-0.942307692","-0.93954824389607","1"
"SPA","9/2/2018","52","22544","4","669183","-48","646639","-0.923076923","28.683419091554295","1"
"SPA","10/2/2018","54","18383","23","1346982","-31","1328599","-0.574074074","72.27324158189631","1"
"SPA","11/2/2018","53","22689","27","1349952","-26","1327263","-0.490566037","58.49808277138702","1"
"SPA","12/2/2018","54","22960","28","684264","-26","661304","-0.481481481","28.802439024390242","1"
"SPA","13/2/2018","50","21003","32","19973","-18","-1030","-0.36","-0.049040613245726804","1"
"SPA","14/2/2018","42","22368","15","677460","-27","655092","-0.642857142","29.287017167381975","1"
"SPA","15/2/2018","35","19404","14","3345256","-21","3325852","-0.6","171.40032982890125","1"
"SPA","16/2/2018","50","25575","15","4013277","-35","3987702","-0.7","155.9218768328446","1"
"SPA","17/2/2018","49","24956","12","3343503","-37","3318547","-0.75510204","132.9759176150024","1"
"SPA","18/2/2018","45","24799","6","672550","-39","647751","-0.866666666","26.120045163111417","1"
"SPA","19/2/2018","53","24429","34","18622","-19","-5807","-0.358490566","-0.23770927995415286","1"
"SPA","20/2/2018","35","16216","7","870847","-28","854631","-0.8","52.702947705969414","1"
"SPA","21/2/2018","39","19244","16","874045","-23","854801","-0.589743589","44.41909166493453","1"
"SPA","22/2/2018","53","26362","22","2219185","-31","2192823","-0.58490566","83.18120779910477","1"
"SPA","23/2/2018","41","20795","23","2219404","-18","2198609","-0.43902439","105.72777109882183","1"
"SPA","24/2/2018","56","24303","36","1821278","-20","1796975","-0.357142857","73.94046002551126","1"
"SPA","25/2/2018","51","21384","28","1295260","-23","1273876","-0.450980392","59.571455293677516","1"
"SPA","26/2/2018","53","21367","31","835698","-22","814331","-0.415094339","38.111620723545656","1"
"SPA","27/2/2018","47","16331","30","884140","-17","867809","-0.361702127","53.138754515951256","1"
"SPA","28/2/2018","25","12045","11","657499","-14","645454","-0.56","53.58688252386882","1"
"SPA","1/3/2018","40","17606","21","308616","-19","291010","-0.475","16.529024196296717","1"
"SPA","2/3/2018","47","21718","21","260101","-26","238383","-0.553191489","10.976286950916291","1"
"SPA","3/3/2018","47","19119","21","14599","-26","-4520","-0.553191489","-0.23641403839112923","1"
"SPA","4/3/2018","23","8752","11","106069","-12","97317","-0.52173913","11.119401279707496","1"
"SPA","5/3/2018","28","11660","11","299871","-17","288211","-0.607142857","24.717924528301886","1"
"SPA","6/3/2018","46","17797","18","1406593","-28","1388796","-0.608695652","78.03539922458842","1"
"SPA","7/3/2018","47","22163","17","1695028","-30","1672865","-0.638297872","75.480079411632","1"
"SPA","8/3/2018","50","31008","22","1504057","-28","1473049","-0.56","47.50545020639835","1"
"SPA","9/3/2018","52","24200","25","1693939","-27","1669739","-0.519230769","68.99747933884298","1"
"SPA","10/3/2018","53","19262","35","332817","-18","313555","-0.339622641","16.278423839684354","1"
"SPA","11/3/2018","50","19726","33","787901","-17","768175","-0.34","38.94225894758187","1"
"SPA","12/3/2018","48","18424","31","886491","-17","868067","-0.354166666","47.11609856708641","1"
"SPA","13/3/2018","53","21745","22","679944","-31","658199","-0.58490566","30.26898137502874","1"
"SPA","14/3/2018","43","22329","4","51473","-39","29144","-0.906976744","1.3052084732858615","1"
"SPA","15/3/2018","52","25746","4","3272","-48","-22474","-0.923076923","-0.8729122970558534","1"
"SPA","16/3/2018","56","17770","17","448953","-39","431183","-0.696428571","24.264659538548116","1"
"SPA","17/3/2018","51","15716","17","622389","-34","606673","-0.666666666","38.60225248154747","1"
"SPA","18/3/2018","44","13132","20","623789","-24","610657","-0.545454545","46.50144684739568","1"
"SPA","19/3/2018","54","12855","49","544337","-5","531482","-0.092592592","41.34437961882536","0"
"SPA","20/3/2018","20","7171","15","794017","-5","786846","-0.25","109.72611909078232","1"
"SPA","21/3/2018","24","9501","15","598316","-9","588815","-0.375","61.97400273655405","1"
"SPA","22/3/2018","38","15790","28","2982055","-10","2966265","-0.263157894","187.8571880937302","1"
"SPA","23/3/2018","54","18908","37","3072953","-17","3054045","-0.314814814","161.52131372963825","1"
"SPA","24/3/2018","56","20326","31","2598836","-25","2578510","-0.446428571","126.85771917740824","1"
"SPA","25/3/2018","53","14283","24","657408","-29","643125","-0.547169811","45.02730518798572","1"
"SPA","26/3/2018","46","21367","21","406130","-25","384763","-0.54347826","18.007347779285816","1"
"SPA","27/3/2018","42","21934","16","181201","-26","159267","-0.619047619","7.261192668915839","1"
"SPA","28/3/2018","42","17945","13","179262","-29","161317","-0.69047619","8.989523544162719","1"
"SPA","29/3/2018","56","23036","23","205378","-33","182342","-0.589285714","7.915523528390345","1"
"SPA","30/3/2018","57","17593","27","332419","-30","314826","-0.526315789","17.894958222020122","1"
"SPA","31/3/2018","52","14045","30","1764059","-22","1750014","-0.423076923","124.60049839800641","1"
"SPA","1/4/2018","30","9526","23","1150244","-7","1140718","-0.233333333","119.74784799496116","1"
"SPA","2/4/2018","25","7036","23","421886","-2","414850","-0.08","58.96105741898806","0"
"SPA","3/4/2018","57","11599","57","11854","0","255","0","0.021984653849469783","0"
"SPA","4/4/2018","57","10800","57","11854","0","1054","0","0.09759259259259259","0"
"SPA","5/4/2018","57","11838","57","11854","0","16","0","0.0013515796587261362","0"
"SPA","6/4/2018","57","7651","57","11854","0","4203","0","0.5493399555613645","0"
"SPA","7/4/2018","17","5996","16","590236","-1","584240","-0.058823529","97.43829219479653","0"
"SPA","8/4/2018","16","6448","13","1790539","-3","1784091","-0.1875","276.68905086848633","1"
"SPA","9/4/2018","19","4069","14","493573","-5","489504","-0.263157894","120.30081101007619","1"
"SPA","10/4/2018","25","7860","15","885375","-10","877515","-0.4","111.64312977099236","1"
"SPA","11/4/2018","20","5104","15","1025198","-5","1020094","-0.25","199.86167711598745","1"
"SPA","12/4/2018","22","6525","18","2181626","-4","2175101","-0.181818181","333.3488122605364","1"
"SPA","13/4/2018","30","7522","21","2750019","-9","2742497","-0.3","364.59678277053973","1"
"SPA","14/4/2018","29","6059","22","3078807","-7","3072748","-0.24137931","507.1378115200528","1"
"SPA","15/4/2018","6","2145","4","406056","-2","403911","-0.333333333","188.3034965034965","1"
"SPA","16/4/2018","11","762","10","298","-1","-464","-0.09090909","-0.6089238845144357","0"
"SPA","17/4/2018","19","2506","19","2957","0","451","0","0.1799680766161213","0"
"SPA","18/4/2018","15","3191","15","3717","0","526","0","0.16483860858664995","0"
"SPA","19/4/2018","38","6779","34","775081","-4","768302","-0.105263157","113.335595220534","1"
"SPA","20/4/2018","29","7668","18","586193","-11","578525","-0.379310344","75.44666145018257","1"
"SPA","21/4/2018","28","9186","17","440138","-11","430952","-0.392857142","46.91399956455476","1"
"SPA","22/4/2018","18","6272","16","407826","-2","401554","-0.111111111","64.02327806122449","1"
"SPA","23/4/2018","17","2590","15","531226","-2","528636","-0.117647058","204.10656370656372","1"
"SPA","24/4/2018","14","4599","13","528807","-1","524208","-0.071428571","113.98303979125897","0"
"SPA","25/4/2018","10","4837","9","407973","-1","403136","-0.1","83.34422162497415","1"
"SPA","26/4/2018","17","1676","16","766812","-1","765136","-0.058823529","456.52505966587114","0"
"SPA","27/4/2018","36","6484","35","1387969","-1","1381485","-0.027777777","213.06061073411473","0"
"SPA","28/4/2018","46","11009","43","3848366","-3","3837357","-0.065217391","348.56544645290217","0"
"SPA","29/4/2018","44","8725","41","3562341","-3","3553616","-0.068181818","407.2912320916905","0"
"SPA","30/4/2018","37","8738","34","3763065","-3","3754327","-0.081081081","429.6551842526894","0"
"SPA","1/5/2018","2","1232","2","723","0","-509","0","-0.41314935064935066","0"
"SPA","2/5/2018","0","12","0","0","0","-12",,"-1","0"
"SPA","3/5/2018","0","0","0","0","0","0",,,"0"
"SPA","4/5/2018","0","-1257","0","0","0","1257",,"-1","0"
"SPA","5/5/2018","0","0","0","0","0","0",,,"0"
"SPA","6/5/2018","0","0","0","0","0","0",,,"0"
"SPA","7/5/2018","0","0","0","0","0","0",,,"0"
"SPA","8/5/2018","0","-861","0","0","0","861",,"-1","0"
"SPA","9/5/2018","0","-29","0","0","0","29",,"-1","0"
"SPA","10/5/2018","0","-62","0","0","0","62",,"-1","0"
"SPA","11/5/2018","0","0","0","0","0","0",,,"0"
"SPA","12/5/2018","0","0","0","0","0","0",,,"0"
"SPA","13/5/2018","0","0","0","0","0","0",,,"0"
"SPA","14/5/2018","0","0","0","0","0","0",,,"0"
"SPA","15/5/2018","0","0","0","0","0","0",,,"0"
"SPA","16/5/2018","0","-43838","0","0","0","43838",,"-1","0"
"SPA","17/5/2018","0","0","0","0","0","0",,,"0"
"SPA","18/5/2018","0","41179","0","0","0","-41179",,"-1","0"
"SPA","19/5/2018","0","0","0","0","0","0",,,"0"
"SPA","20/5/2018","0","0","0","0","0","0",,,"0"
"SPA","21/5/2018","0","0","0","0","0","0",,,"0"
"SPA","22/5/2018","0","-54","0","0","0","54",,"-1","0"
"SPA","23/5/2018","1","-828","1","0","0","828","0","-1","0"
"SPA","24/5/2018","1","0","1","0","0","0","0",,"0"
"SPA","25/5/2018","0","0","0","0","0","0",,,"0"
"SPA","26/5/2018","0","0","0","0","0","0",,,"0"
"SPA","27/5/2018","0","0","0","0","0","0",,,"0"
"SPA","28/5/2018","0","0","0","0","0","0",,,"0"
"SPA","29/5/2018","0","0","0","0","0","0",,,"0"
"SPA","30/5/2018","0","0","0","0","0","0",,,"0"
"SPA","31/5/2018","0","0","0","0","0","0",,,"0"
"SPA","1/6/2018","0","0","0","0","0","0",,,"0"
"SPA","2/6/2018","0","0","0","0","0","0",,,"0"
"SPA","3/6/2018","0","0","0","0","0","0",,,"0"
"SPA","4/6/2018","0","0","0","0","0","0",,,"0"
"SPA","5/6/2018","0","0","0","0","0","0",,,"0"
"SPA","6/6/2018","0","0","0","0","0","0",,,"0"
"SPA","7/6/2018","0","0","0","0","0","0",,,"0"
"SPA","8/6/2018","0","-4780","0","0","0","4780",,"-1","0"
"SPA","9/6/2018","0","0","0","0","0","0",,,"0"
"SPA","10/6/2018","0","0","0","0","0","0",,,"0"
"SPA","11/6/2018","0","0","0","0","0","0",,,"0"
"SPA","12/6/2018","0","0","0","0","0","0",,,"0"
"SPA","13/6/2018","0","0","0","0","0","0",,,"0"
"SPA","14/6/2018","0","0","0","0","0","0",,,"0"
"SPA","15/6/2018","0","0","0","0","0","0",,,"0"
"SPA","16/6/2018","0","0","0","0","0","0",,,"0"
"SPA","17/6/2018","0","0","0","0","0","0",,,"0"
"SPA","18/6/2018","0","0","0","0","0","0",,,"0"
"SPA","19/6/2018","0","0","0","0","0","0",,,"0"
"SPA","20/6/2018","0","0","0","0","0","0",,,"0"
"SPA","21/6/2018","0","0","0","0","0","0",,,"0"
"SPA","22/6/2018","0","0","0","0","0","0",,,"0"
"SPA","23/6/2018","0","0","0","0","0","0",,,"0"
"SPA","24/6/2018","0","0","0","0","0","0",,,"0"
"SPA","25/6/2018","0","0","0","0","0","0",,,"0"
"SPA","26/6/2018","0","0","0","0","0","0",,,"0"
"SPA","27/6/2018","0","0","0","0","0","0",,,"0"
"SPA","28/6/2018","0","0","0","0","0","0",,,"0"
"SPA","29/6/2018","0","0","0","0","0","0",,,"0"
"SPA","30/6/2018","0","0","0","0","0","0",,,"0"
"SPA","1/7/2018","0","0","0","0","0","0",,,"0"
"SPA","2/7/2018","0","0","0","0","0","0",,,"0"
"SPA","3/7/2018","0","0","0","0","0","0",,,"0"
"SPA","4/7/2018","0","0","0","0","0","0",,,"0"
"SPA","5/7/2018","0","0","0","0","0","0",,,"0"
"SPA","6/7/2018","0","0","0","0","0","0",,,"0"
"SPA","7/7/2018","0","0","0","0","0","0",,,"0"
"SPA","8/7/2018","0","0","0","0","0","0",,,"0"
"SPA","9/7/2018","0","0","0","0","0","0",,,"0"
"SPA","10/7/2018","0","0","0","0","0","0",,,"0"
"SPA","11/7/2018","0","0","0","0","0","0",,,"0"
"SPA","12/7/2018","0","0","0","0","0","0",,,"0"
